sentimen,tweet,clean_tweet
negatif,"Bung Bowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah Jokowi, tetapi juga presiden-presiden sebelumnya  https://www.cnnindonesia.com/nasional/20190413223315-32-386119/demokrat-kritik-prabowo-salahkan-presiden-sebelum-jokowiÂ â€¦ #PrabowoSalahkanSBY",bung bowo menyebut kesalahan arah ekonomi indonesia semata salah jokowi juga presiden presiden sebelumnya â prabowosalahkansby
netral,@SandiUno @Prabowo @MardaniAliSera @FadliZon Bersama pak @prabowo dan bang @sandiuno kami akan turunkan harga listrik dan kebutuhan yg terjangkau tanpa mengeluarkan kartu kartu baru. #PrabowoSandiOKBanget. #02MenangDebat. #2019GantiPresiden. #AaGymPilihPr,bersama pak bang akan turunkan harga listrik kebutuhan terjangkau mengeluarkan kartu kartu baru prabowosandiokbanget 02menangdebat 2019gantipresiden aagympilihpr
negatif,"Dan Perut Rakyat, tidak bisa di isi dengan Kartu Semata... Ekonomi itu tidak sekedar Meroket ape lagi TekorðŸ¤£ðŸ˜†",perut rakyat bisa isi kartu semata ekonomi tidak sekadar meroket apa tekorðÿ ðÿ
positif,Jokowi harga mati seprti NKRI,jokowi harga mati negara kesatuan republik indonesia
netral,"Wahhh niru capressnya nih, gak menghargai presiden sebelum pak jokowi , jejeran artis lainnnya gak disebut oom ?? Kasihan mereka sudah all out",wahh meniru capressnya nih menghargai presiden pak jokowi jejeran artis lainnya disebut om kasihan sudah all out
netral,Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih Menjadi Presiden  http://bit.ly/2UZNZiDÂ ,prabowo sandi tak ambil gaji sepeser jika terpilih menjadi presiden
netral,"1) interest @prabowo adalah pd kesejahteraan rakyat, technologi adalah alat untuk mencapai itu. 2) @jokowi hanya mencoba menonjolkan pengetahuannya ttg makro ekonomi, yg tdk lengkap dan tampal baru saja dia ketahui. 3) Utk @jokowi digitech adalah tujuan",1 interest pada kesejahteraan rakyat technologi alat mencapai 2 mencoba menonjolkan pengetahuannya makro ekonomi tidak lengkap tampal baru dia ketahui 3 digitech tujuan
negatif,"Coba cek ktp anda, ada tulisan status ekonomi ngga? Kaya atau miskin? Trus status pekerjaan atau pengangguran? Alamat rumah asli atau Kontrakan? Karena itulah kita butuh kartu2 lain sebelum e ktp disempurnakan. Kalian koq gampang ditipu sih? Polos atau bego?",coba cek kartu tanda penduduk ada tulisan status ekonomi kayak miskin terus status pekerjaan pengangguran alamat rumah asli kontrakan itulah butuh kartu2 sebelum e kartu tanda penduduk disempurnakan kalian kok gampang ditipu sih polos bego
netral,Persoalan ekonomi Indonesia bukanlah kesalahan Jokowi. 3 kali pernyataan itu ditegaskan oleh #PrabowoSalahkanSBY sudah jelas sekali,persoalan ekonomi indonesia bukanlah kesalahan jokowi 3 kali pernyataan ditegaskan prabowosalahkansby jelas sekali
positif,"@sandiuno mantaappppp....!!!!!!! Seharusnya waktu bilang ""TURUNKAN HARGA LISTRIK DAN TIDAK IMPOR SAAT PANEN"" diteriakkan dengan kencang. Akan lebih mantap...!!! Karena faktor itu lah kebanyakan rakyak kecewa dg @jokowi",mantaapp waktu bilang turunkan harga listrik tidak impor panen diteriakkan kencang lebih mantap faktor lah kebanyakan rakyat kecewa
negatif,Fakta pertumbuhan kecil ya sangat berefek pada ekonomi dalam negeri lah ..  2014 pertumbuhan ekonomi juga jadi jargon kampanye anda .  Halah halahhhh ...  Semoga lekas ganti pemain deh,fakta pertumbuhan kecil sangat berefek ekonomi negeri lah 2014 pertumbuhan ekonomi jadi jargon kampanye alah halahh semoga lekas ganti pemain deh
negatif,"Sebelumnya kan ngomong dengan mudahnya Janji  ekonomi bakal tumbuh diatas 7% ,eh sekarang lain lagi omongane, sehat pak jok????",sebelumnya kan berbicara mudahnya janji ekonomi bakal tumbuh atas 7 eh sekarang lagi omongane sehat pak jok
negatif,Seandainya Prabowo jadi presiden( amit amit) dan janji-janjinya ternyata gak terwujud dan ekonomi makan merosot pasti nyalahin pemerintah sebelumnya  yaitu Jo.... SBY ðŸ˜‘,seandainya prabowo jadi presiden amit amit janji janjinya ternyata terwujud ekonomi makan merosot menyalahkan pemerintah sebelumnya jo susilo bambang yudhoyono ðÿ
positif,Sangat jelas skali kwalitas 02 yg cerdas dan berwawasan luas.  Debat tadi malam 02 menang mutlak ðŸ†ðŸ‘ 02 sangat layak memimpin bangsa ini. Gaji mereka relakan untuk fakir miskin dan kaum dhuafa,sangat jelas sekali kualitas 02 cerdas berwawasan luas debat tadi malam 02 menang mutlak ðÿ ðÿ 02 sangat layak memimpin bangsa gaji relakan fakir miskin kaum dhuafa
netral,"Jokowi: Pertumbuhan Ekonomi >5% Harus Disyukuri, Jangan KufurÂ Nikmat  https://bhinnekanusantara.id/jokowi-pertumbuhan-ekonomi-5-harus-disyukuri-jangan-kufur-nikmat/Â â€¦ pic.twitter.com/GpsxLj72Vs",jokowi pertumbuhan ekonomi 5 disyukuri jangan kufurâ nikmat â pic twitter com gpsxlj72vs
positif,Sah 01 satu suara 17 April 2019 Jokowi-Amin Harga Mati Untuk NKRI Maju.,sah 01 satu suara 17 april 2019 jokowi amin harga mati negara kesatuan republik indonesia maju
positif,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  #PrabowoSalahkanSBY,calon presiden 02 bilang didebat keadaan ekonomi indonesia ini bukan salah salah pemimpin pemimpin terdahulu jadi penggemar 02 jangan salahkan jokowi ya bosmu bilang bukan salah jokowi prabowosalahkansby
negatif,"@jokowi jika ekonomi, kesehatan, pendidikan kita baik2 saja. Knp harus ada kartu ini dan itu??? Serius nanya pak.",ekonomi kesehatan pendidikan baik baik kenapa ada kartu dan serius bertanya pak
negatif,"Lu bloon juga ya. Jakarta lebih suram dipimpin Jokowi, pertumbuhan ekonomi Jakarta rendah",kamu juga jakarta lebih suram dipimpin jokowi pertumbuhan ekonomi jakarta rendah
negatif,"Harga tiket pesawat semakin menggila, pak @jokowi dan pak @BudiKaryaS  tolonglah rakyatmu ini.",harga tiket pesawat semakin menggila pak pak tolonglah rakyatmu
positif,"Kami rakyat jelata/rakyat dr kalangan bwh,hanya ingin harga sembako bs di kuasai pemerintah,bukan di kuasai mafioso,dan hanya anda yg bs menguasai nya harga,mhn pak trm ksh",rakyat jelata rakyat kalangan bwh ingin harga sembako kuasai pemerintah bukan di kuasai mafioso hanya yang menguasai nya harga mhn pak trm kasih
negatif,"Lo dungu, ambil sampel satu game saja yg paling populer di Indonesia seperti COC tadi gak ada pemain COC yg menghasilkan uang dr main game, paling akunnya dijual yg beli anak SMP yg make duit bapaknya yg udah pusing sama bayaran kredit & pajak yg nguras gajinya yg kecil",kamu dungu ambil sampel satu game paling populer indonesia coc tadi ada pemain coc menghasilkan uang main game paling akunnya dijual beli anak make duit bapaknya sudah pusing sama bayaran kredit pajak yang menguras gajinya yang kecil
negatif,Masa bayar kan presiden.. Tinggal potong pajak ajakan beres....,masa bayar kan presiden tinggal potong pajak ajakan beres
positif,Terharu baca reply nya betapa dihargai dan diapresiasinya pak jokowi sama orang luar,terharu baca reply nya betapa dihargai diapresiasinya pak jokowi sama orang luar
negatif,"Jika yg dimaksud Prabowo dgn pembangunan ekonomi salah arah, adalah sistem ekonominya, mudah-mudahan Prabowo tidak menginginkan sistem ekonomi yang tertutup ya. Chavez sebagai sebuah cerita mungkin hebat, tp dia membuat Venezuela menderita",dimaksud prabowo pembangunan ekonomi salah arah sistem ekonominya mudah mudahan prabowo menginginkan sistem ekonomi yang tertutup chavez sebuah cerita mungkin hebat dia membuat venezuela menderita
positif,"Semoga Pak @jokowi  , di kabinet baru nya nanti memanggil Bapak untuk bertugas membangun ekonomi kita kembali Pak. Orang benar disayang Tuhan. ðŸ™",semoga pak kabinet baru nya memanggil bapak bertugas membangun ekonomi kembali pak orang benar disayang tuhan ðÿ trade_mark
negatif,"Tapi bapak sendiri yang bilang dengan optimisme bapak klo pertumbuhan ekonomi 8% itu bukan hal yg sulit. Nyatanya bapak gagal,ekonomi mentok di 5%. Optimisme itu bukan sekedar jargon pak",bapak sendiri bilang optimisme bapak kalau pertumbuhan ekonomi 8 bukan yang sulit nyatanya bapak gagal ekonomi mentok 5 optimisme bukan sekadar jargon pak
negatif,"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  HYPERLINK "" https://bit.ly/2DgcEp3Â ""  https://bit.ly/2DgcEp3Â  #PrabowoSalahkanSBY",om prabowo menyebut kesalahan arah ekonomi indonesia semata salah juga presiden presiden sebelumnya hyperlink prabowosalahkansby
netral,"RT Harian_Jogja ""Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦  pic.twitter.com/D3S7TqJpSp""",rt harian_jogja kecewa demokrat meminta prabowo hargai kontribusi susilo bambang yudhoyono â pic twitter com d3s7tqjpsp
netral,"Sebut Ibu Mia saat Debat Ekonomi Makro, Sandiaga Disemprot Jokowi  https://amp.suara.com/news/2019/04/13/221059/sebut-ibu-mia-saat-debat-ekonomi-makro-sandiaga-disemprot-jokowi?utm_source=facebook&utm_medium=fpÂ â€¦",sebut ibu mia debat ekonomi makro sandiaga disemprot jokowi â
netral,"Namanya juga jaman modern, gaji ya ditransfer bukan diambil.  Jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji  http://share.babe.news/s/UFbckdNÂ ",namanya jaman modern gaji ditransfer bukan diambil terpilih prabowo sandi tak ambil gaji
positif,Basicnya cuma pengusaha. Hnya mencakup perusahaan kecil. Makanya si uno mana paham ekonomi makro ttg pengelolaan negara. Malah di kasih contoh kesusahan ibu2..ngakak gue dengernya,basicnya cuma pengusaha mencakup perusahaan kecil makanya sih uno mana paham ekonomi makro pengelolaan negara malah kasih contoh kesusahan ibu ibu tertawa gue dengarnya
positif,"17 April Coblos Jokowi-Ma'ruf Untuk mengakhiri hambatan perdagangan, @jokowi mengembalikan tres positif perdagangan antara lain melalui perjanjian kerjasama ekonomi dgn Turki. #JokowiMenangTotalDebat Perdagangan Indonesia meningkat era @jokowi. #01ndonesiaMaju",17 april coblos jokowi sama ruf mengakhiri hambatan perdagangan mengembalikan tres positif perdagangan lain melalui perjanjian kerja sama ekonomi turki jokowimenangtotaldebat perdagangan indonesia meningkat era 01ndonesiamaju
netral,"Pemerataan tersebut, kata Jokowi, juga mampu mendorong perekonomian di daerah. Ia memberi contoh adanya barang yang diproduksi oleh masyarakat sekitar.",pemerataan tersebut kata jokowi mampu mendorong perekonomian daerah memberi contoh adanya barang diproduksi masyarakat
negatif,"Udalah otak Lo udah dibodohi oleh perusahaan game, mrk yg dapat keuntungan besar bukan Indonesia, jadi gamers bkn lah sebuah pekerjaan, game cm sekedar hiburan tak ada penghasilan ekonomis dr game, hanya presiden bodoh yg bilang game bisa menambah pendapatan negara",udalah otak kamu dibodohi perusahaan game keuntungan besar bukan indonesia jadi gamers bukan lah sebuah pekerjaan game cuma sekadar hiburan tak penghasilan ekonomis game presiden bodoh yang bilang game menambah pendapatan negara
positif,Pancasila harga mati bravo pak presiden @jokowi  pic.twitter.com/knQYLidaeC,pancasila harga mati bravo pak presiden pic twitter com knqylidaec
netral,"Kecewa, Demokrat Minta Prabowo Hargai Kontribusi SBY  https://news.harianjogja.com/read/2019/04/14/500/985236/keceemokrat-minta-prabowo-hargai-kontribusi-sby?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/URQioNm6tC",kecewa demokrat meminta prabowo hargai kontribusi susilo bambang yudhoyono â pic twitter com urqionm6tc
negatif,Basicnya pengusaha memang blum mampu menangani ekonomi makro. Makanya jabawan dr si uno begitu2 saja. Sampe jokowi kesal,basicnya pengusaha memang mampu menangani ekonomi makro makanya jabawan sih uno begitu2 sampai jokowi kesal
netral,Ekonomi Indonesia merosot!!! Kata Prabowo #bukansalahbapak,ekonomi indonesia merosot kata prabowo bukansalahbapak
netral,"Pernyataan Penutup: Jokowi-Ma'ruf Sebut Jangan Kufur Nikmat, Prabowo-Sandi Tak Ambil Gaji  http://dlvr.it/R2n40vÂ ",pernyataan penutup jokowi sama ruf sebut jangan kufur nikmat prabowo sandi tak ambil gaji
netral,"Ekonomi Indonesia sejak dulu sudah amburadul, kata Prabowo. #bukansalahbapak pic.twitter.com/AEyCTJ2QUZ",ekonomi indonesia sejak dulu amburadul kata prabowo bukansalahbapak pic twitter com aeyctj2quz
positif,Semoga gaji guru madrasah bisa tersejahtrakan..semoga prabowo-sandi jadi presiden dan wakil presiden Republik Indonesia ini..aammiin,semoga gaji guru madrasah tersejahtrakan semoga prabowo sandi jadi presiden wakil presiden republik indonesia aammiin
positif,"akutuh kasihan ngelihat pak jokowi udah berumur, tapi masih ttp trsnyum disaat org2 ngebenci dia:( diluar dia jadi capres, ak ttp ngehargai usaha bapa selama jd presiden. bapa org yg kuat, yg tabah, yg sabar akan hinaan2 rakyatnya sendiri:( kdg suka nangis deh klo ngeliat bapa",aku kasihan melihat pak jokowi berumur masih tetap trsnyum saat orang orang membenci di luar jadi calon presiden aku tetap ngehargai usaha bapa selama jadi presiden bapa orang kuat tabah sabar hinaan2 rakyatnya sendiri kadang suka menangis deh kalau melihat bapa
negatif,Aku mau bertanya kenapa pak Prabowo gak bisa jawab sendiri tentang pentingnya e-sport bagi perekonomian Indonesia?,aku mau bertanya pak prabowo bisa jawab sendiri pentingnya e sport perekonomian indonesia
netral,"Yg di bahas ekonomi makro,ekonomi negara sprti bumn, pertambangan, export, import.",di bahas ekonomi makro ekonomi negara badan usaha milik negara pertambangan export impor
positif,"Pembagian kesempatan berbicara pak Jokowi & Ma'aruf Amin ini pas. Boleh dibilang, apa yg disampaikan mereka itu adalah hal sdh dikuasai betul. Soal ekonomi mikro dan makro, birokrasi, pemerintahan, budaya, perempuan, perbankan syarih, eko syariah, dll. Tdk asbun. #JokowiAmin",pembagian kesempatan berbicara pak jokowi sama aruf amin pas dibilang apa disampaikan itu hal dikuasai betul soal ekonomi mikro makro birokrasi pemerintahan budaya perempuan perbankan syarih eko syariat lain tidak asal bunyi jokowiamin
netral,"Baik berupa kawasan industri kecil baik kawasan ekonomi khusus, kawasan ekonomi khusus pariwisata dan berefek pada barang kerajinan desa dan juga kami ingin terus memperjuangkan kemandirian ekonomi desa,"" papar Jokowi.",baik berupa kawasan industri kecil baik kawasan ekonomi khusus kawasan ekonomi khusus pariwisata berefek barang kerajinan desa juga ingin terus memperjuangkan kemandirian ekonomi desa papar jokowi
positif,"Makasih ya Allah.. skenario MU begitu Agung. Engkau hadirkan jaman cebong utk tunjukan para pengkhianat & munafik bangsa. kini disaat yg tepat Engkau beri obat nya. Prabowo Sandi ,Pertama kali dlm sejarah Asia Tenggara, Presiden menyedekahkan GAJI nya.   #17April2019PeoplePower pic.twitter.com/yPk54WbPFh",terima kasih allah skenario mu agung engkau hadirkan jaman cebong tunjukkan penghianat munafik bangsa kini saat tepat engkau beri obat nya prabowo sandi pertama kali sejarah asia tenggara presiden menyedekahkan gaji nya 17april2019peoplepower pic twitter com ypk54wbpfh
netral,"New post: Pengamat Tanggapi Positif Pertumbuhan Ekonomi Era Jokowi, Meski Tak Capai Target  http://www.inibalikpapan.com/pengamat-tanggapi-positif-pertumbuhan-ekonomi-era-jokowi-meski-tak-capai-target/Â â€¦",new post pengamat tanggapi positif pertumbuhan ekonomi era jokowi meski tak capai target â
negatif,Prabowo lupa kalau ekonomi Indonesia hancur karena suharto menjajah Indonesia 32 th sehingga dilengser kan oleh rakyat. Dan prabowo adalah menantu suharto saat itu,prabowo lupa kalau ekonomi indonesia hancur soeharto menjajah indonesia 32 tahun dilengser kan rakyat prabowo menantu soeharto itu
positif,saya setuju sama pak Prabowo bahwa kerusakan ekonomi Indonesia ini karena presiden2 sebelumnya. termasuk SBY. @AgusYudhoyono,setuju sama pak prabowo kerusakan ekonomi indonesia karena presiden2 sebelumnya termasuk susilo bambang yudhoyono
positif,"Kata Prabowo, SBY ikut bikin ekonomi Indonesia salah arah. Begitu ya. Paham saya.",kata prabowo susilo bambang yudhoyono ikut bikin ekonomi indonesia salah arah ya paham
negatif,"Lo dengar perdebatan seorang presiden RI tadi malam gak? Dia menyebut mobile legend, game tsb perlu upgrade level gak? Lo tau tujuan debat? Utk bahas  persoalan bangsa ini, soal ekonomi itu terkait uang, harus ada nilai ekonomis bagi negara bukan utk pembuat aplikasi game",kamu dengar perdebatan seorang presiden ri tadi malam dia menyebut mobile legend game tersebut perlu peningkatan level kamu tau tujuan debat bahas persoalan bangsa soal ekonomi terkait uang ada nilai ekonomis negara bukan pembuat aplikasi game
netral,Prabowo-Sandi Ingin Bumn Jadi Penyangga Ekonomi Rakyat #debatkelima #debatterakhircapres2019  https://gerbang.co.id/prabowo-sandi-ingin-bumn-jadi-penyangga-ekonomi-rakyat/Â â€¦ pic.twitter.com/kF8MCwh47t,prabowo sandi badan usaha milik negara jadi penyangga ekonomi rakyat debatkelima debatterakhircapres2019 â pic twitter com kf8mcwh47t
netral,"Selama 4,5 th saya dgn Pak JK telah berusaha keras berjuang keras dlm rangka mengembalikan watak asli dari pembangunan di negara kita Indonesia yaitu tdk bertumpu d prtmbuhan ekonomi sjtp bertumpu pemerataan krna prtmbuhan ekonomi, kata Jokowi memaparkan visi-misi pd debat ke-5",selama 4 5 tahun dengan pak telah berusaha keras berjuang keras rangka mengembalikan watak asli pembangunan negara indonesia tidak bertumpu prtmbuhan ekonomi sjtp bertumpu pemerataan prtmbuhan ekonomi kata jokowi memaparkan visi misi debat 5
netral,"Prabowo ingin kejar penghindar pajak, TKN: Pemimpin harus beri contoh  http://bit.ly/2DbRE2FÂ ",prabowo kejar penghindar pajak tkn pemimpin beri contoh
positif,"Infrstruktur sukses BESAR, sluruh daerah merasakan keadilan & kesejahteraan, EKONOMI cukup bagus, Keamanan mantep, DANA DESA TOP BGET, para sindikat pencuri ikan tiarap, AMNESTI PAJAK berhasil,Prestasi JOKOWI hrs di lanjutkan, #JokowiLagi #PrabowoSalahkanSBY",infrstruktur sukses besar seluruh daerah merasakan keadilan kesejahteraan ekonomi cukup bagus keamanan mantep dana desa top bget sindikat pencuri ikan tiarap amnesti pajak berhasil prestasi jokowi di lanjutkan jokowilagi prabowosalahkansby
netral,Prabowo: Bumn Benteng Terakhir Ekonomi Indonesia  https://gerbang.co.id/prabowo-bumn-benteng-terakhir-ekonomi-indonesia/Â â€¦ pic.twitter.com/YeGA4gNyfD,prabowo badan usaha milik negara benteng terakhir ekonomi indonesia â pic twitter com yega4gnyfd
positif,"Argumen Jokowi sangat make sense drpd yg satu itu setiap debat kata si A di daerah ini si B di daerah itu, ini sangat ketauan yg satu itu tdk paham ekonomi negara. Dan skrg minta rakyat milih dia yg hanya paham ekonomi sebatas perusahaan. Jgn membodoi warga dgn kata2 ibu ini itu.",argumen jokowi sangat make sense satu setiap debat kata sih a daerah sih b daerah sangat ketahuan yang satu tidak paham ekonomi negara sekarang meminta rakyat memilih yang paham ekonomi sebatas perusahaan jangan membodoi warga kata kata ibu ini itu
negatif,Hal hal yang remeh temeh ditanyakan..rakyat tidak butuh itu..rakyat butuh kesejahteraan.. Kepastian hukum..ekonomi stabil..bukan GAME... Dari pertanyaan sdh bisa menggambarkan kualitas seseorang...sungguh naif dan memalukan.,hal remeh temeh ditanyakan rakyat butuh rakyat butuh kesejahteraan kepastian hukum ekonomi stabil bukan game pertanyaan bisa menggambarkan kualitas seseorang sungguh naif memalukan
negatif,"Dr ini aja kita"" dah bisa ambil kesimpulan klo ulama"" jg ustad"" y itu berbayar dn mulut y disogok smua. Cuma @prabowo jg hrus dong byr gaji"" karyawan y,jgn hny krn ingin jd RI 1 suap orang sana sini, smntara bkas karyawan y kelaparan dgn anak istri y. Tul g @Fahrihamzah @fadlizon",ini kita bisa ambil kesimpulan kalau ulama ustad iya berbayar mulut iya disogok semua cuma harus dong bayar gaji karyawan iya jangan karena jadi ri 1 suap orang sana sini bkas karyawan iya kelaparan anak istri iya betul
negatif,"JD pejabat itu digaji rakyat, amanah rakyat, JD jgn nakut2in beramai2 teriak nunjukin pangkat Dan kacak pinggang, angkuh betul! Giliran Ada yg ganggu pemilu diem, percuma teriak, kumis tebal Pak....",jadi pejabat digaji rakyat amanah rakyat jadi jangan nakut2in beramai2 teriak menunjukkan pangkat kacak pinggang angkuh betul giliran yang ganggu pemilihan umum diam percuma teriak kumis tebal pak
positif,Lah pak prabowo ama sandi dr awal udah kaya... Berapa sih gaji ama tunjangan nya setahun.... Ga ada apa2nya dibandingkan penghasilan dr usaha2 yg mereka punya....teko klo dituang bakal ngeluarin isi di dalamnya... Klo pikiran lo negatif ya yg keluar juga negatif ky gini,lah pak prabowo sama sandi awal kayak berapa sih gaji sama tunjangan nya setahun ada apa apanya dibandingkan penghasilan usaha2 mereka punya teko kalau dituang bakal mengeluarkan isi dalamnya kalau pikiran kamu negatif yang keluar negatif ky begini
netral,Skak Mat untuk Prabowo - Sandi  Amburadul Ekonomi Macro - Micro memangnya NKRI dihuni segelintir orang  https://www.facebook.com/KASTAONE/posts/2362981890399549Â â€¦,sekak mat prabowo sandi amburadul ekonomi macro micro memangnya negara kesatuan republik indonesia dihuni segelintir orang â
netral,Demokrat Minta Prabowo Hargai Kontribusi Presiden SBY  http://bit.ly/2X9aSxxÂ ,demokrat meminta prabowo hargai kontribusi presiden susilo bambang yudhoyono
netral,"Ekonom CSIS Fajar B Hirawan menjelaskan faktor eksternal lebih menyebabkan mengapa pertumbuhan ekonomi 6,5% dalam jangka waktu 5 tahun ke depan sulit untuk dicapai  #HoaxSandiaga #SandiwaraUno #JokowiMenangTotalDebat #salamsatujempol #prabowo #debatpilpres2019 #prabowosandi2019 pic.twitter.com/jFcs1SUfw1",ekonom csis fajar b hirawan menjelaskan faktor eksternal lebih menyebabkan pertumbuhan ekonomi 6 5 jangka waktu 5 tahun depan sulit dicapai hoaxsandiaga sandiwarauno jokowimenangtotaldebat salamsatujempol prabowo debatpilpres2019 prabowosandi2019 pic twitter com jfcs1sufw1
netral,"Capres Joko Widodo (Jokowi) menekankan pemerataan pembangunan di wilayah Indonesia. Lewat pemerataan pembangunan seperti infrastruktur, pertumbuhan ekonomi bisa meningkat di tiap wilayah.",calon presiden joko widodo jokowi menekankan pemerataan pembangunan wilayah indonesia lewat pemerataan pembangunan infrastruktur pertumbuhan ekonomi meningkat tiap wilayah
negatif,Cina butuh 40 tahun bangun ekonominya katanya ... @jokowi baru 4.5 tahun dah mau digeser !!! Hiks,cina butuh 40 tahun bangun ekonominya katanya baru 4 5 tahun mau digeser hiks
netral," https://bit.ly/2XaxtdaÂ   Ekonomi Salah Arah, Om Wowo Salahkan Presiden-Presiden Sebelum @jokowi #PrabowoSalahkanSBY",ekonomi salah arah om prabowo salahkan presiden presiden prabowosalahkansby
netral,"Om Wowo bilang, ekonomi salah jalan. Dia menyalahkan presiden-presiden sebelum @jokowi #PrabowoSalahkanSBY",om prabowo bilang ekonomi salah jalan menyalahkan presiden presiden prabowosalahkansby
netral,"Debat kelima ini akan bertemakan ekonomi dan kesejahteraan sosial, keuangan dan investasi, serta perdagangan industri. Untuk mewujudkannya, Jokowi mengaku telah membangun infrastruktur yang tidak hanya di Pulau Jawa.",debat kelima akan bertemakan ekonomi kesejahteraan sosial keuangan investasi perdagangan industri mewujudkannya jokowi mengaku membangun infrastruktur tidak di pulau jawa
negatif,"Pertumbuhan ekonomi itu salah satu indikator keberhasilan pemerintah, jangan hanya krn tdk tercapai trs mengabaikannya. Coba kalu skrg pertumbuhan ek kita 10% pasti bpk jual buat kampanye. Bukankah begitu?",pertumbuhan ekonomi salah satu indikator keberhasilan pemerintah jangan karena tercapai terus mengabaikannya coba kalau sekarang pertumbuhan ek 10 bapak jual buat kampanye bukankah
netral,"Karena pertumbuhan ekonomi tanpa adanya pemerataan adalah sebuah ketimpangan, sebut Jokowi.",pertumbuhan ekonomi adanya pemerataan sebuah ketimpangan sebut jokowi
netral,"Jokowi vs Sandi Debat Ekonomi Makro dan Mikro, Pahami Artinya   http://bit.ly/2KBgIGCÂ ",jokowi lawan sandi debat ekonomi makro mikro pahami artinya
netral,Jokowi menyebut pembangunan tidak hanya bertumpu pada pertumbuhan ekonomi saja tetapi juga pemerataan. Dia ingin mewujudkan keadilan yang menyeluruh.,jokowi menyebut pembangunan hanya bertumpu pertumbuhan ekonomi tetapi pemerataan ingin mewujudkan keadilan menyeluruh
netral,Jokowi Jawab Kritik Pertumbuhan Ekonomi 5% dan Pamerkan AkuisisiÂ Freeport  https://bhinnekanusantara.id/jokowi-jawab-kritik-pertumbuhan-ekonomi-5-dan-pamerkan-akuisisi-freeport/Â â€¦ pic.twitter.com/uelpK8Cxfd,jokowi jawab kritik pertumbuhan ekonomi 5 pamerkan akuisisiâ freeport â pic twitter com uelpk8cxfd
netral,"Prabowo : Ekonomi RI Salah Arah, Karena Salah Presiden-Presiden Sebelum Jokowi:  http://metrobali.com/prabowo-ekonomi-ri-salah-arah-karena-salah-presiden-presiden-sebelum-jokowi/Â â€¦ via @metrobali",prabowo ekonomi ri salah arah salah presiden presiden jokowi â via
netral,"Kegiatan ini diselenggarakan utk yg ke 2 kalinya, sejak diluncurkan oleh Presiden @jokowi, 4 April 2018. #IIS2019 diselenggarakan dengan tema ""Implementasi Making Indonesia 4.0 Menuju Indonesia Menjadi Negara 10 Besar Ekonomi Duniaâ€,   #Industri4.0 #IIS2019 pic.twitter.com/fYZCUVRAhk",kegiatan diselenggarakan yang 2 kalinya sejak diluncurkan presiden 4 april 2018 iis2019 diselenggarakan tema implementasi making indonesia 4 0 menuju indonesia menjadi negara 10 besar ekonomi duniaâ industri4 0 iis2019 pic twitter com fyzcuvrahk
netral,"Debat Terbuka: Sandi Dinilai Kuasai Ekonomi, Jokowi Paksa Bicara Digital  https://news.detik.com/berita/d-4509599/debat-terbuka-sandi-dinilai-kuasai-ekonomi-jokowi-paksa-bicara-digitalÂ â€¦",debat terbuka sandi dinilai kuasai ekonomi jokowi paksa bicara digital â
positif,"Sejujurnya w setuju sih. Gimana ya, debat terakhir kemarin itu adalah debat capres pertama yang w tonton, dan menurutku, meskipun pak jokowi ngomongnya e e gitu tp dia tuh ngerti teori semacam ekonomi mikro makro gmn penanganannya dsb. Bangga!  https://twitter.com/snpftk/status/1117079444647059456Â â€¦",sejujurnya gue setuju sih bagaimana debat terakhir kemarin adalah debat calon presiden pertama gue tonton menurutku meskipun pak jokowi mengomongnya e e tetapi itu mengerti teori semacam ekonomi mikro makro bagaimana penanganannya sebagainya bangga â
netral,"Detik-detik Prabowo Celingak Celinguk Tidak Paham Ekonomi Makro & Mikro, Simak!  https://www.kitaberita.com/2019/04/detik-detik-prabowo-celingak-celinguk.htmlÂ â€¦",detik detik prabowo celingak celinguk paham ekonomi makro mikro simak â
netral,"Pak Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY",pak prabowo debat mengatakan orientasi ekonomi indonesia berada jalur benar akibat ulah presiden2 pak prabowosalahkansby
